item_id,item_name,purchase_price,quantity_purchased,sale_price,quantity_sold,date
287031,Badia Chili Powder,0.93,400,1.12,240,04/08/25
287032,Badia Cinnamon Powder,0.86,400,1.03,400,04/08/25
287033,Badia Cloves Ground,1.15,400,1.38,400,04/08/25
287034,Badia Paprika Smoked,0.86,480,1.03,320,04/08/25
287035,Badia Ginger Ground,0.86,480,1.03,480,04/08/25
287036,Badia Anise Seed,0.86,240,1.03,240,04/08/25
287194,Badia Adobo With Pepper,1.15,360,1.38,360,04/08/25
287196,Badia Adobo Without Pepper,1.15,360,1.38,360,04/08/25
287222,Bb Deep Tanning Oil Spray Spf45,3.18,672,3.25,672,06/23/25
287225,Bb Protective Spray Oil Spf15,3.47,336,3.99,336,06/23/25
28726,Duo Lash Adhesive Clear,1.42,8640,1.09,8640,07/02/25
28728,Duo Lash Adhesive Dark,0.98,4320,1.09,6480,07/02/25
287287,Rk Seq Process Sltn Ltr V315,0,0,10.2,12,06/10/25
287301,Rk Seq 03r Roxy Red,0,0,5.5,24,05/23/25
287303,Rk Seq 06nb Brandy,0,0,5.5,6,05/23/25
287305,Rk Seq 07nb Chestnut,0,0,5.5,6,05/23/25
287380,Dentek Cmf Cln 150ct Fls Pick,0,0,2.35,120,03/11/25
287434,Joi Kpk Col Trapy R Sty Oil 100ml,0,0,4.38,36,06/10/25
287550,Rk Seq 03rv Merlot,0,0,5.5,6,05/23/25
287569,Canada Dry Ginger-ale,0.3742,54912,0.44,16452,04/29/25
287660,Badia Cajun Louisiana,0.86,200,1.03,200,04/08/25
287662,Badia Cinnamon Sugar,0.86,240,1.03,240,02/18/25
287665,Badia Allspice Whole,0.39,432,0.47,432,06/03/25
287832,Dramamine Chew Orange 8ct Tab,2.1192,6600,2.29,6888,06/10/25
287833,Sominex 25mg Org Strng 16ct Tab,1.391,288,1.63,48,04/14/25
287875,Bb Ultra Sport Lotion Spf30,3.96,432,4.08,468,06/23/25
287889,Joi Vkc Intensity Magenta,0,0,3.78,24,01/14/25
288028,Sh-bsh Volumizing Blow Dry Gel,6.04,600,6.37,600,05/19/25
288032,Dramamine Chew Kids Grape 8ct Tab,2.5935,5400,3.04,2400,05/06/25
288070,Rotho Cool Max Redness Rel Eye Drop,3.15,6720,3.5,6720,06/25/25
288074,Badia Garlic Powder,2.4,600,2.88,720,04/08/25
288075,Badia Onion Powder,2.08,600,2.5,600,04/08/25
288076,Badia Sriracha Hot Sauce,2.4,600,2.88,600,04/02/25
288095,Rave H Spray 4x Mega Unscnt Arsl,2.05,1056,2.11,1020,06/26/25
288213,Schick Intuition Sensitive Refill,3.31,720,7.33,720,06/23/25
288217,Olaplex Travel Kit Small,0,0,39,36,02/04/25
288218,Olaplex No3 Take Home Trtmnt,0,0,18,3,04/22/25
288224,Tigi Activator 5v Liter,4.05,12,4.86,12,06/24/25
288227,Tigi Activator 30v Liter Flmbyn,4.05,12,4.86,12,06/24/25
288309,Oxy Max Action Face Wash,3.46,720,3.64,720,06/20/25
288327,Tagamet 200mg 30ct Tab,0,0,6.04,96,03/25/25
288330,Arizona Green Tea W/gnsg + Hny,0.6042,2592,15.9,0,04/25/25
288331,Arizona Tea W/ Watermelon,0.6042,5184,0.66,1296,06/30/25
288332,Arizona Tea W/ Kiwi-strawberry,0.6042,5184,0.66,1296,06/30/25
288333,Arizona Tea Rx/ Enrgy-hrbl Tonic Pp,0.6042,12960,0.66,12960,06/30/25
288334,Arizona Tea W/ Fruit Punch,0.6042,5184,0.66,1296,06/30/25
288407,Vp Tender Head Relax,13.97,60,16.76,30,04/08/25
288416,Sh-sysh Hard Up Hard Gel,6.04,840,6.37,600,05/19/25
288421,Beano 100ct Tab 24 Ultra,7.11,96,7.83,432,01/21/25
288422,Clear Eyes Rdnss Rlf Cooling 0.5oz,2.392,600,3.1,240,01/13/25
288423,Debrox Ear Wax 0.5oz Drp,2.9121,216,3.47,1440,01/13/25
288426,Monistat 1 Cure Itch Rlf Ovule,10.6535,960,13.31,12,03/11/25
288428,Monistat 3 Cure Itch Rlf Suppos,8.5735,180,10.57,1056,01/21/25
288429,Monistat 7 Simple Cure Cream Multi,5.7785,420,5,3540,02/05/25
288431,Vp High Comf Relax/reg,10.04,60,12.05,48,04/08/25
288433,Vp New Text Ss Relaxer 12 App,18,24,21.6,12,04/08/25
288434,Vp New Texture Relaxer Kit,33.52,36,40.22,24,04/08/25
288435,Vp Afterglow Normalizer,9.04,12,10.85,12,04/04/25
288436,Vp Moisture Bond Neut/shmp,5.58,60,6.7,60,04/15/25
288439,Vp Triple B Reconstructor,9.5,24,11.4,24,06/17/25
288454,Vnvoo Hair Mayonnaise,7.37,12,8.84,12,06/17/25
288458,Vnvoo Hair Polish,0,0,5.03,12,06/17/25
288462,Vnvoo Sheen Spray,4.19,12,0,0,
288470,Vit Base Creme (step 1),2.87,48,3.44,48,05/27/25
288476,So Silky Smooth No-base Relaxer Sup,10.39,24,12.47,74,05/13/25
288488,Lc Gel Activator Regular,2.9,12,3.48,12,06/17/25
288494,Lc Ultimate Strength Booster,2.21,24,2.65,24,06/17/25
288495,Lc Extra Hold Neutralizer,2.6,36,3.12,36,06/17/25
288508,Badia Curry Powder,1.74,360,2.09,360,04/02/25
288510,Badia Garlic Powder,0.86,400,1.03,80,06/03/25
288511,Badia Onion Powder,0.86,400,1.03,80,06/03/25
288512,Badia Cumin Ground,0.86,120,1.03,120,04/08/25
288513,Badia Oregano Ground,0.86,120,1.03,120,04/08/25
288514,Badia Paprika,0.86,480,1.03,400,04/08/25
288515,Badia Bay Leaves Ground,0.86,200,1.03,200,04/08/25
288516,Badia Sazon Tropical,0.99,480,1.19,240,04/08/25
288520,Badia Coriander Ground,0.86,200,1.03,200,04/08/25
288522,Badia Basil,0.86,200,1.03,200,04/08/25
288523,Badia Pepper Ground White,1.15,400,1.38,80,06/03/25
288525,Badia Allspice Ground,1.29,480,1.55,200,04/08/25
288526,Badia Rainbow Sugar,2.19,200,2.63,200,04/08/25
288527,Badia Fajita Seasoning,0.86,600,1.03,600,04/02/25
288529,Badia Chives,0.86,240,1.03,400,04/02/25
288531,Badia Rosemary,0.86,320,1.03,320,04/08/25
288533,Badia Bay Leaves Whole,0.49,360,0.59,360,04/02/25
288535,Badia Cinnamon Sticks,0.66,1800,0.79,1800,04/02/25
288536,Badia Almonds Sliced,0.49,432,0.59,432,06/03/25
288544,Badia Thyme Leaves,0.39,600,0.47,600,04/02/25
288608,Bb Um Prot Dry Oil Cs Spf15,4.81,1740,5.5,1740,05/12/25
288645,Efferdent Orig 102ct Tab,2.9633,546,3.53,1500,01/28/25
288870,Vp Foam Wrap Lotion,4.59,12,5.51,12,04/08/25
288871,Vnvoo No Base Regular Relaxer,1.25,24,1.5,24,05/27/25
288872,Vnvoo No Base Super Relaxer,1.25,24,1.5,24,05/27/25
288917,Sh Cutting Cape,0,0,7.2,16,04/02/25
288950,Sh-sysh Not So Hard Up Medium Gel,6.04,240,0,0,
288974,Vit Life & Body (regular),19.13,24,22.96,24,05/27/25
288980,Lc Coldwave Regular,6.77,24,8.12,24,06/17/25
289301,Zest Bath 8 Bar Aqua,3.85,600,4,684,06/26/25
28960,Red Cross Toothache Medication,2.45,5004,2.63,684,06/20/25
289729,Coast Bath 8 Bar Classic Scent,3.85,108,0,0,
289731,Coast Body Wash Classic Scent,1.84,1050,1.83,1050,06/24/25
289740,Rave H Spray 4x Mega Scented Arsl,2.05,1056,2.11,1020,06/26/25
289802,Arizona Lemon Tea,0.6042,1296,0.66,1296,04/25/25
289845,Zest Aqua Body Wash,1.93,1050,2.16,1050,06/23/25
289846,Zest Ocean Breeze Body Wash,1.93,810,2.16,1050,06/26/25
289848,Zest Cocoa Butter & Shea Body Wash,1.93,1050,2.16,1050,06/26/25
289850,Zest Men,1.93,1050,2.16,600,06/24/25
289896,Bc Arth Strng 50ct Pwd,3.9,108,4.33,144,03/19/25
289897,Bc Reg Strng 50ct Pwd,3.809,900,4.22,5040,01/21/25
289914,Compound W Advanced 15app Spry,8.4567,48,10.08,300,01/13/25
289924,Dramamine Non Drowsy Naturals 18ct,2.9705,4464,3.33,0,05/01/25
289965,Goodys Bckbdy 24ct Pwd,0,0,2.81,360,04/14/25
289968,Sh-bsh Big Altitude Blow Dry Mousse,6.314,192,0,0,
289976,Goodys Cool Orng 4ct Stk,0.754,2700,0.86,3492,02/26/25
289977,Goodys Cool Orng 24ct Stk,3.263,1188,3.75,3240,04/11/25
289978,Goodys Mix Fruit 4ct Stk,0.754,432,0,0,
289979,Goodys Mix Fruit 24ct Stk,3.263,216,3.77,1440,02/14/25
289981,Goodys Ext Strng 6ct Pwd (576pk),0.871,8640,1.02,576,05/06/25
289983,Goodys Ext Strng 24ct Pwd,2.288,360,2.5,2448,02/13/25
289984,Goodys Ext Strng 50ct Pwd,3.809,360,4.5,3420,01/28/25
290014,Ludens Honey Licorice 30ct Drp,0.845,180,0.99,2160,01/28/25
290016,Ludens Sugar Free Wild Chrry,0.845,960,0.93,4380,01/29/25
290017,Ludens Wild Chrry 90ct Drp,2.1319,792,2.46,1080,04/14/25
290030,Monistat 3 Cure Itch Rlf Cream,9.0935,240,11.36,12,03/11/25
290031,Monistat 3 Cure Itch Rlf Ovule,9.958,120,12.45,12,03/11/25
290032,Monistat 3 Simple Cure Cream,7.891,228,7,1200,02/05/25
290078,Tagamet 200mg 6ct Tab,0,0,1.4,180,03/25/25
290082,Salon Grafix Shp Hs Uns,3.0667,1500,3.3,1500,06/26/25
290283,Dramamine Chwbl Orng Trialtrvl 4ct,1.5925,1800,1.87,792,03/13/25
290287,Monistat 7 Cure Itch Rlf Cream,0,0,10.46,12,03/11/25
290387,Bb Ultra Sport Ltn Spf100,5.48,1152,2.83,1152,05/12/25
290559,Badia Habanero Hot Sauce,1.14,2400,1.37,2400,04/02/25
290561,Zephyrhills 100% Natrl Sprng,0.1537,36480,0.18,18120,06/17/25
290564,Salon Grafix Shpe H/s,3.2167,2094,3.3,2094,06/26/25
290928,Contour Next Glcse Monitor/meter,0,0,0.12,200,01/14/25
290929,Contour Next Test Strips 7311,12.2,4800,15.5,12000,07/10/25
291172,Vp Intense Hair&scalp Trtm,8.09,72,9.71,24,04/08/25
291174,Vpn Hydrating Shamp,7.8,12,9.36,12,04/08/25
291175,Vpn Nourish Hair Milk,7.2,12,8.64,12,04/08/25
291176,Vpn Curl Enhance Jelly,8.4,12,10.08,12,04/08/25
291177,Vpn Styling Pomade,6,12,7.2,12,04/08/25
291179,Vpn Deep Cond Mask,14.4,6,17.28,6,04/08/25
291183,Vnvoo Anti Brkg Silk&shine Spritz,4.1,12,4.92,12,05/27/25
291185,Se Xtra Cln Vw 4pk 18oz Douche,2.0279,180,2.36,2160,01/28/25
291228,Sh-sysh Play Dirty Wax Dry Wax,0,0,8.27,23,04/02/25
291449,Schick Intuit Senstv Pm4 Rzr,3.98,1920,5.56,1920,06/23/25
291551,Bonine Tablets 16 Ct,3.2671,1200,3.41,48,05/23/25
291557,Emetrol Cherry Flavor,4.32,2880,4.69,2880,04/21/25
291558,Fds Extra Strength Feminine Spray,1.76,720,1.74,720,04/21/25
291664,Chi Lava Iron,0,0,86.4,1,05/30/25
291669,Vp Intense Hair&scalp Trtm,11.56,48,13.87,24,04/08/25
291725,Vp Foam Wrap Refill,12.21,12,14.65,12,04/08/25
291727,Lc Ultimate Strength Coldwave,6.77,24,8.12,24,05/13/25
291878,Purox Regular Bleach,1.5,2400,1.8,2400,06/12/25
292029,Fleet Adult 4pk 18oz Enema,2.379,870,2.81,2700,01/28/25
292059,Sh-hsh Tri-wheat Leave In Cond,6.04,228,6.5,1,06/09/25
292064,Sh-hsh So Touchable Hairspray,6.314,240,8.27,21,04/02/25
292224,Se Del Blssm 15oz Clnsg Wash,2.145,660,2.48,36,04/21/25
292227,Se Isl Splash 15oz Clnsg Wash,2.145,228,2.47,36,04/21/25
292236,Se Xtra Cln Vw 2pk 9oz Douche,1.1571,132,1.45,12,03/11/25
292260,Chi Keratin Mist,5.03,12,6.04,12,04/22/25
292263,Chi Keratin Reconst Shamp,5.78,12,6.94,12,04/22/25
292264,Chi Keratin Reconst Shamp,12.32,12,14.78,12,04/22/25
292266,Chi Keratin Reconst Cond,5.9,12,7.08,12,04/22/25
292267,Chi Keratin Reconst Cond,13.06,12,15.67,12,04/22/25
292270,Chi Keratin Silk Infusion,9.72,12,11.66,12,04/22/25
292272,Chi Keratin Leave In Cond,5.08,12,6.1,12,04/22/25
292306,Chi Ionic Shine Shades 1n,3.7,36,4.44,36,04/22/25
292307,Chi Ionic Shine Shades 2n,3.7,36,4.44,36,04/22/25
292309,Chi Ionic Shine Shades 3n,3.7,36,4.44,36,04/22/25
292312,Chi Ionic Shine Shades 6n,3.7,36,4.44,36,04/22/25
292313,Chi Ionic Shine Shades 7n,3.7,36,4.44,36,04/22/25
292314,Chi Ionic Shine Shades 8n,3.7,36,4.44,36,04/22/25
292323,Chi Ionic Shine Shades 9s,3.7,36,4.44,36,04/22/25
292340,Chi Ionic Shine Shades 4cm,3.7,36,4.44,36,04/22/25
292341,Chi Ionic Shine Shades 6cm,3.7,36,4.44,36,04/22/25
292350,Chi Ionic Shine Shades 6rr,3.7,36,4.44,36,04/22/25
292355,Chi Ionic Shine Shades 50-4n,3.7,36,4.44,36,04/22/25
292356,Chi Ionic Shine Shades 50-6n,3.7,36,4.44,36,04/22/25
292420,Joi Vero Kpk Bl Lf Pwd Lght 30ml,0,0,1.8,17,02/04/25
292496,Vp Triple Blend Reconstructor,0,0,40.13,12,06/17/25
292507,Hwn Slky Rearranger,4.57,12,5.48,12,05/13/25
292513,Hwn Slky Neutralizer,5.93,12,7.12,12,05/13/25
292724,Clubman Powder-white,3.0833,720,2.75,1200,07/02/25
292725,Duo Brush On Clear Adhesive Wth Vit,1.48,14760,1.65,17244,05/02/25
292726,Duo Brush On Dk Adh W/vitamines,1.42,3456,1.49,3420,05/02/25
292729,Hfs-breast Lift Tape,0,0,3.95,360,07/02/25
292730,Hfs-fshn Tape Tin,2.6,2160,2.58,2148,05/02/25
292731,Hfs-silicone Cover Ups Light,4.18,3240,4.47,3240,07/02/25
292737,Ardell Wispies 113,0,0,1.63,5,04/04/25
292740,Ardell Glamour Lash 105 Bk,0,0,2.52,5,04/04/25
292741,Ardell Nat Lash 109 Demi Bk,0,0,1.56,5,04/04/25
292748,Ardell Demi Wispies Invisibands Bk,1.55,288,1.63,5,04/04/25
292749,Ardell Dble Up 204 Bk,0,0,2.48,5,04/04/25
292750,Ardell Dble Up Wispies Bk,0,0,2.62,5,04/04/25
292751,Ardell Nat Lash 110 Demi Bk,0,0,1.86,5,04/04/25
292752,Ardell Faux Mink 810,0,0,2.82,5,04/04/25
292753,Ardell Faux Mink 811,2.35,288,2.7,5,04/04/25
292756,Ardell Mega Volume 251,0,0,2.22,5,04/04/25
292757,Ardell Wispies Invisibands Bk,1.55,288,1.46,5,04/04/25
292778,Joi Vero K Color Inrv Red Violet,0,0,0.12,6,04/22/25
292806,Caldesene Protecting 5oz Pwd,2.1516,792,2.53,816,04/11/25
292817,Badia Pepper Black Whole,1.59,400,1.91,400,04/02/25
292819,Badia Garlic Salt,1.69,2400,2.03,2400,04/02/25
292822,Badia Parsley Flakes,0.99,600,1.19,960,04/08/25
292837,Badia Louisiana Cajun Hot Sauce,0.63,2400,0.76,2400,04/02/25
292874,Se Aloe Love 32ct Clnsg Cloth,2.0215,1200,2.37,3168,01/28/25
292878,Se Sens 15oz Clnsg Wash,2.145,720,2.47,36,04/21/25
292895,Uristat Ultra W/ Cranberry 30ct Tab,3.4125,144,4.03,312,01/28/25
292897,Dramamine Long Lasting 10ct Tab,2.5675,528,3,72,01/29/25
292898,Arizona Sweet Tea,0.6042,648,0.72,648,06/17/25
292899,Arizona Iced Tea Raspberry,0.6042,1296,0.72,360,06/03/25
292902,Arizona Iced Tea W Peach,0.6042,648,0.72,240,06/03/25
292903,Arizona Mucho Mango,0.6042,1296,0.72,360,06/03/25
293810,Chi Silk Infusion,9.36,12,11.23,12,04/22/25
294852,Joi Restage Liter Pumps Round Bottl,0.78,144,0.98,144,03/11/25
294955,Chi Straight Guard,5.38,12,6.46,12,04/22/25
294960,Chi Infra Text Dual Action Hr Spy,6.36,12,7.63,12,04/22/25
294963,Chi Helmet Hd Ext Firm Hold Hrspy,7.15,12,8.58,12,04/22/25
294965,Chi Shine Infusion Thermal Polish,5.78,12,6.94,12,04/22/25
294971,Chi 44 Iron Guard Therm Pt Spry,5.29,24,6.35,24,04/22/25
295542,Olaplex No5 Cond Small,0,0,16.8,12,02/04/25
295548,Ardell Dural Indiv Knot-f Nat S-bk,0,0,1.63,5,04/04/25
295549,Ardell Dural Indiv Knot-f Nat M-bk,0,0,0.6,5,04/04/25
295550,Ardell Faux Mink 817,0,0,2.82,5,04/04/25
295554,Ardell Wispies Clusters 600,0,0,1.63,5,04/04/25
296151,Ardell Dural Indiv Knot Flare S-br,0,0,0.6,5,04/04/25
296152,Ardell Dural Indiv Knot Flare M-br,0,0,1.5,5,04/04/25
296153,Ardell Dural Indiv Knot Flare L-bk,0,0,1.5,5,04/04/25
296155,Ardell Indiv Startr Kit Knot Cmb Bk,0,0,3.42,5,04/04/25
296156,Ardell Nat Lash Demure Invisband Bk,0,0,0.6,5,04/04/25
296157,Ardell Dural Indiv Knot-f Nat L-bk,0,0,0.6,5,04/04/25
296160,Ardell Dble Up 203 Bk,0,0,1.2,5,04/04/25
296169,Ardell Glamour Lash 101 Demi Bk,0,0,1.63,5,04/04/25
296182,Ardell Nat Lash 110 Demi Brwn,0,0,1.5,5,04/04/25
296198,Ardell Lashlites 332,0,0,1.5,5,04/04/25
296214,Ardell Lash Trios,2.1,288,0,0,
296215,Ardell Nat Lash 117 Bk,0,0,1.63,5,04/04/25
296240,Ardell Wispies Clusters 602,0,0,1.63,5,04/04/25
296241,Ardell Wispies Clusters 603,0,0,1.63,5,04/04/25
296244,Ardell Dble Up Demi Wispies Bk,0,0,2.62,5,04/04/25
296246,Ardell Dural Dble Indiv Knot-f Cmb,0,0,2.22,5,04/04/25
296250,Ardell Studio Effects 231 Bk,0,0,2.38,5,04/04/25
296255,Ardell Faux Mink Demi Wispies,0,0,2.82,5,04/04/25
296256,Ardell Faux Mink Wispies,2.35,288,2.54,5,04/04/25
296257,Ardell Faux Mink 811 Multipk,6.3,288,0,0,
296258,Ardell Faux Mink Dmi Wpies Twin Pk,0,0,4.14,5,04/04/25
296260,Ardell Magnet Accent Lash 001,4.75,288,0,0,
296264,Ardell Dural Dble Indiv Knot-f L-bk,0,0,2.1,5,04/04/25
296288,Ardell Col Impact Lash Dmi Wps Plum,0,0,1.86,5,04/04/25
296289,Ardell Col Impact Lash Dmi Wps Wine,0,0,1.86,5,04/04/25
296290,Ardell Col Impact Lash Dmi Wps Blue,0,0,0.6,5,04/04/25
296291,Ardell Self-adh Lash 101s,2.2,288,2.52,5,04/04/25
296294,Ardell Self-adh Lash 110s,2.2,72,0,0,
296327,Ardell Multipk Demi Wispies Bk,6,288,3.4,504,05/02/25
296329,Ardell Multipk 110 Bk,0,0,7.2,5,04/04/25
296330,Ardell Multipk 105 Bk,5.5,288,6.6,5,04/04/25
296346,Ardell Lash Applicator,0,0,1.3,5,04/04/25
296460,Badia Chocolate Sprinkles,1.08,200,1.3,200,02/18/25
296461,Disc Badia Rainbow Sprinkles,1.08,240,1.35,16,03/11/25
296481,Ardell Multipk Wispies,6,288,6.6,5,04/04/25
296521,Arizona Iced Tea Grape Flavor,0.6042,648,0.72,648,06/17/25
296525,Badia Oregano Whole,0.39,1080,0.47,1080,04/02/25
296668,Ardell Remy Lash 776,0,0,3,5,04/04/25
296669,Ardell Remy Lash 781,0,0,3,5,04/04/25
297259,Sasha Therapy Hair & Scalp Elixir,0,0,4.74,6,06/30/25
297300,Finesse Hs Aero X-hld Unscntd,1.65,1860,1.7,1860,07/07/25
297301,Finesse Hs Aero Xtra Hold,1.65,1860,1.7,1860,07/07/25
297303,Finesse Mousse Xtra Control,1.65,1188,1.7,1188,07/07/25
297351,Barbasol Shav Crm Orig,1.44,2160,1.48,2160,01/02/25
297352,Barbasol Shav Crm Sooth Aloe,1.44,2160,1.48,2160,01/02/25
297359,Barbasol Shav Crm Senstv Skin,1.44,1890,1.48,1890,01/02/25
297360,Barbasol Shav Crm Pacific Rush,1.44,810,1.48,810,01/02/25
297361,Barbasol Shav Crm Extra Moistz,1.44,270,1.48,270,01/02/25
297558,Bb Kids Sport Sun Stick Spf50+,2.87,972,2.92,324,06/23/25
298696,Badia Organic Crystallized Ginger,0.75,300,0.9,300,04/02/25
298700,Badia Sesame Seed,1.37,300,1.64,60,06/03/25
298702,Badia Pink Himalayan Salt,1.44,720,1.73,720,04/02/25
298703,Badia Sea Salt,1.44,600,1.73,600,04/02/25
298716,Badia Organic Turmeric Powder,1.44,200,1.73,80,06/03/25
298734,Sgx Nyc Nourishing Dry Sh,3.85,640,4.18,640,06/26/25
298735,Sgx Nyc Volumizing Dry Sh,3.85,640,4.18,640,06/26/25
298739,Sgx Nyc 3in1 Texturizing Spray(hz),3.775,1280,4.23,1280,06/26/25
298756,Duo Quick Set Adhesive - Dark,0,0,3,5,04/04/25
298757,Duo Quick Set Adhesive - Clear,2.75,180,3.3,180,06/26/25
300679,Bc Reg Strng 24ct Pwd,2.288,1152,2.55,9720,01/28/25
300720,Ce Cntct Lens Rlf 0.5oz,1.8654,120,2.13,768,06/10/25
301086,Joi Blonde Life Violet Shmp 300ml,4.29,72,6.44,72,04/21/25
301087,Joi Blonde Life Violet Shmp 1l,10.6,24,15.9,24,03/13/25
301088,Joi Blonde Life Violet Cond 250ml,3.95,24,5.93,48,03/13/25
302140,Joi Lumi Permanent 8n (8.0),0,0,2.43,36,03/11/25
302141,Joi Lumi Permanent 7n (7.0),0,0,2.43,36,03/11/25
302142,Joi Lumi Permanent 6n (6.0),1.94,36,2.43,36,05/16/25
302143,Joi Lumi Permanent 5n (5.0),1.94,72,2.43,72,03/26/25
