item_id,item_name,purchase_price,quantity_purchased,sale_price,quantity_sold,date
320878,Og Idetangle 12-pc Display,38.03,2,0,0,
320879,Og Idetangle Fine Hair,2.7,12,0,0,
320880,Og Idetangle Medium Hair,2.88,12,0,0,
320881,Og Idetangle Thick Hair,2.84,12,0,0,
320907,Og Nanothermic Therm 12ea Display,52.24,2,0,0,
320908,Og Nanothermic Thermal 18pc Display,82.52,2,0,0,
320920,Og Nanothermic Thermal 1 1/4in,3.52,12,0,0,
320921,Og Nanothermic Thermal 1 3/4in,4,12,0,0,
320922,Og Nanothermic Thermal 2 1/8in,4.45,6,0,0,
320923,Og Nanothermic Thermal 2 3/4in,5.77,6,0,0,
320988,Og Empty Single Sided Floor Display,181.88,1,0,0,
320993,Og Silver 6pc Empty Display,4.37,12,0,0,
320994,Og Silver 12pc Empty Display,4.37,20,0,0,
330010,Yardley Creamy Coconut Soap,0.67,9504,0.7,9504,07/07/25
330855,Badia Chili Powder,4.71,180,0,0,
330865,Badia Complete Seasoning,4.91,600,0,0,
330928,Badia Pepper Red Ground (cayenne),3.33,480,0,0,
331082,Badia Organic Chia Seed Whole,2.99,800,0,0,
334465,Contour Next Test Strips 7312,24.4,600,33,1296,07/10/25
334829,Og Titanium+ion 1in Curling Iron,27.99,5,0,0,
340369,Badia Lime Pepper Seasoning,1.6,120,0,0,
340380,Badia Steak Seasoning,1.55,150,0,0,
340400,Badia Lime Pepper,5.05,160,0,0,
340445,Ms Direct Colour Castano Freddo,3.6252,252,0,0,
340446,Ms Direct Colour Castano Caldo,3.6252,12,0,0,
340448,Ms Direct Colour Rosso Chiaro,3.6252,12,0,0,
340453,Ms Direct Colour Lilla,3.6252,12,0,0,
340454,Ms Direct Colour Fucsia,3.6252,12,0,0,
340458,Ms Direct Colour Cipria,6.0534,600,0,0,
340459,Ms Direct Colour Biondo Beige,6.2658,600,0,0,
340474,Ms Direct Colour Cold Brown,6.0534,120,0,0,
340543,Ms The Glss Acd Ph D-prm Col 4,2.736,72,0,0,
340544,Ms The Glss Acd Ph D-prm Col 5,2.736,72,0,0,
340545,Ms The Glss Acd Ph D-prm Col 6,2.736,72,0,0,
340547,Ms The Glss Acd Ph D-prm Col 8,2.736,72,0,0,
340560,Ms The Glss Acd Ph D-prm Col 6.4,2.736,36,0,0,
340561,Ms The Glss Acd Ph D-prm Col 7.4,2.736,36,0,0,
340573,Milkshake Acid Clr Activator 6vol,2.736,60,0,0,
340574,Ms Creative Perm Col 1,2.4624,36,0,0,
340575,Ms Creative Perm Col 3,2.4624,36,0,0,
340576,Ms Creative Perm Col 4,2.4624,36,0,0,
340577,Ms Creative Perm Col 5,2.4624,36,0,0,
340578,Ms Creative Perm Col 6,2.4624,36,0,0,
340579,Ms Creative Perm Col 7,2.4624,36,0,0,
340580,Ms Creative Perm Col 8,2.4624,36,0,0,
340592,Ms Creative Perm Col 5.1,2.4624,36,0,0,
340599,Ms Creative Perm Col 5.11,2.4624,36,0,0,
340621,Ms Creative Perm Col 4.5,2.4624,36,0,0,
340643,Ms Creative Perm Col 7.14,2.4624,36,0,0,
340674,Ms Creative Perm Col Nude 6.54,2.4624,36,0,0,
340803,Ms Oxidizing Emulsion 5 Vol,2.85,12,0,0,
340804,Ms Oxidizing Emulsion 10 Vol,2.85,24,0,0,
340805,Ms Oxidizing Emulsion 20 Vol,2.85,36,0,0,
340806,Ms Oxidizing Emulsion 30 Vol,2.85,24,0,0,
340807,Ms Oxidizing Emulsion 40 Vol,2.85,24,0,0,
340847,Ms K-respect Smoothing Shampoo,4.4688,96,0,0,
340851,Ms K-respect Smoothing Conditioner,4.3092,96,0,0,
340854,Ms Argan Oil,6.8514,24,0,0,
340857,Ms Argan Oil Sh,4.4688,216,0,0,
340860,Ms Argan Oil Deep Treatment,5.9736,312,0,0,
340861,Ms Argan Oil Deep Treatment,10.06,204,0,0,
340870,Ms Colour Maintainer Shmp Sulf Free,4.4688,228,0,0,
340875,Ms Silver Shine Shmp,4.4688,2448,0,0,
340876,Ms Silver Shine Shmp,10.3512,72,0,0,
340878,Ms Silver Shine Light Shmp,4.4688,144,0,0,
340879,Ms Silver Shine Light Shmp,10.3512,12,0,0,
340881,Ms Silver Shine Cond,4.0698,2448,0,0,
340882,Ms Silver Shine Cond,12.8022,24,0,0,
340883,Ms Silver Shine Whipped Cream,4.024,2400,0,0,
340885,Ms Leave In Cond,1.85,96,0,0,
340888,Ms Clr Whipped Cream Cold Brunette,2.98,96,0,0,
340889,Ms Clr Whipped Cream Warm Brunette,2.98,108,0,0,
340890,Ms Clr Whipped Cream Violet,2.62,72,0,0,
340893,Ms Clr Whipped Cream Beige Blond,2.98,108,0,0,
340895,Ms Clr Whipped Cream Light Pink,2.98,24,0,0,
340897,Ms Clr Whipped Cream Light Gray,2.98,12,0,0,
340898,Ms Clr Whipped Cream Intense Gray,2.99,120,0,0,
340904,Ms Sos Roots Mogano,3.92,12,0,0,
340905,Ms Sos Roots Nero,3.92,108,0,0,
340910,Ms Active Yogurt Mask,3.8874,348,0,0,
340911,Ms Active Yogurt Mask,8.037,120,0,0,
340918,Ms Integrity Nourishing Shmp,4.4688,1500,0,0,
340921,Ms Integrity Nourishing Cond,4.047,1500,0,0,
340924,Ms Integrity Intensive Treatment,4.1154,264,0,0,
340925,Ms Integrity Intensive Treatment,8.3334,24,0,0,
340926,Ms Integrity Nrshg Muru Muru Butter,8.55,12,0,0,
340927,Ms Integrity Repairing Hair Lotion,6.055,540,0,0,
340932,Ms Integrity Leave In,4.2864,192,0,0,
340947,Ms Glistening Milk,4.389,2400,0,0,
340948,Ms Glistening Serum,5.6886,324,0,0,
340949,Ms Glistening Spray,4.389,132,0,0,
340951,Ms Curl Passion Shmp,4.4688,348,0,0,
340952,Ms Curl Passion Shmp,10.3512,108,0,0,
340954,Ms Curl Passion Cond,4.902,336,0,0,
340955,Ms Curl Passion Cond,11.058,12,0,0,
340956,Ms Curl Passion Leave-in,4.902,96,0,0,
340958,Ms Volumizing Shmp,3.4542,576,0,0,
340959,Ms Volumizing Shmp,7.5012,48,0,0,
340961,Ms Volumizing Cond,3.6822,408,0,0,
340962,Ms Volumizing Cond,8.5842,36,0,0,
340963,Ms Volumizing Styling Spray,3.853,384,0,0,
340976,Ms Normalizing Blend Shmp,3.762,24,0,0,
340979,Ms Purifying Blend Shmp,3.762,36,0,0,
340980,Ms Purifying Blend Shmp,9.0402,12,0,0,
340982,Ms Energizing Shmp,3.762,696,0,0,
340984,Ms Energizing Cond,3.93,564,0,0,
340987,Ms Energizing Treatment,7.786,36,0,0,
340988,Ms Energizing Treatment,3.59,24,0,0,
340989,Ms Lifestyling Amazing,4.3434,348,0,0,
340991,Ms Lifestyling Smoothing Cream,3.374,144,0,0,
340996,Ms Lifestyling Texturizing Spritz,2.4168,12,0,0,
340998,Ms Lifestyling Strong Hold Hrspry,3.32,144,0,0,
340999,Ms Lifestyling Medium Hold Hrspry,3.32,312,0,0,
341001,Ms Lifestyling Thermo Prtctr Spray,3.848,840,0,0,
341007,Ms Lifestyling Eco Strong Hairspray,4.265,96,0,0,
341008,Ms Lifestyling Let It Shine,3.81,24,0,0,
341014,Ms Lifestyling Fixing Paste,4.0128,12,0,0,
341016,Ms Lifestyling Blow-dry Primer,3.575,336,0,0,
341018,Ms Lifestyling Medium Hold Gel,3.8304,60,0,0,
342397,Hylands Apple Cider Vinegar,0,0,8.81,4,07/10/25
342398,Hylands Immune Og Elderberry Adult,0,0,1.8,4,07/10/25
342400,Hylands Kids Immune Og Elderberry,0,0,7.13,4,07/10/25
343280,Ms Direct Colour Cipria,3.6252,612,0,0,
343282,Ms Direct Colour Biondo Beige,3.6252,612,0,0,
345237,Ms Color Maintainer Shampoo,1.85,96,0,0,
345240,Ms Cold Brunette Cond,12.802,12,0,0,
345256,Ms Insta.lotion,5.95,144,0,0,
345280,Ms Icy Blond Shmp,10.3512,300,0,0,
345281,Ms Icy Blond Cond,12.6,24,0,0,
345288,Ms Integrity Nourishing Cond,1.85,96,0,0,
345308,Ms Lifestyling Amazing Curl,4.3502,96,0,0,
345320,Ms Color Maintainer Cond,1.64,96,0,0,
345321,Ms Colour Maintainer Cond,3.3972,396,0,0,
345322,Ms Colour Maintainer Cond,7.4556,108,0,0,
345325,Ms Colour Maintainer Deep Cndt Mask,4.4574,336,0,0,
345326,Ms Silver Shine Shampoo,1.85,120,0,0,
345329,Ms Silver Shine Conditioner,1.64,96,0,0,
345331,Ms Icy Blond Shmp,4.4688,1152,0,0,
345332,Ms Icy Blond Cond,4.0698,456,0,0,
345333,Ms Cold Brunette Shmp,4.4688,264,0,0,
345335,Ms Cold Brunette Cond,4.0698,192,0,0,
345339,Ms Integrity Nourishing Shmp,1.85,96,0,0,
345625,Ms Leave In Cond,3.8304,1224,0,0,
345686,Contour Next Ez Glcs Monitor/met,0,400,0.1,400,07/10/25
347480,Enr L91sbp4.h3 Ult Lith Aa4 Sensor,6.3392,1680,6.99,1680,07/14/25
348095,Zephyrhills Water Sport Top,0,0,0.37,24,07/09/25
349340,Ms Colour Maintainer Cond Flwr Frag,3.3972,12,0,0,
349341,Ms Cndt Whipped Cream,4.126,2424,0,0,
351702,Daiya Dairy-free Alfredo M&c,2.1439,4928,2.38,4928,07/11/25
351703,Daiya Dairy-free Cheddar M&c,2.1439,24192,2.38,24192,07/11/25
351706,Daiya Dairy-free White Cheddar M&c,2.1439,3808,2.38,3808,07/11/25
351709,Daiya Dairy-free Alfredo Cheese Sc,2.9346,224,3.28,224,07/11/25
351710,Daiya Dairy-free Cheddar Cheese Sc,2.9382,2912,3.28,2912,07/11/25
351711,Daiya Zesty Cheddar Style Deluxe Sc,2.9346,224,3.28,224,07/11/25
351716,Daiya Homestyle Ranch Dressing,2.1458,1440,2.2,1440,07/11/25
352816,Og Finecutpro 6.5in Ss,26.73,12,0,0,
352823,Og Titanium+ion 1 1/4in Crlng Iron,25.7,5,0,0,
352824,Og Superhp Hp Pro Hair Dryer,77.25,5,0,0,
352840,Og Nanothermic Speed Xl 34-1 1/4in,4.24,12,0,0,
352841,Og Nanothermic Speed Xl 44-1 3/4in,4.65,12,0,0,
352842,Og Nanothermic Speed Xl 54-2 1/8in,5.3,6,0,0,
352843,Og Nanothermic Speed Xl 64-2 3/4in,6.46,6,0,0,
354336,Roar Cucumber Watermelon,0.7708,7920,0.9,7920,07/10/25
354337,Roar Mango Clementine,0.7708,9504,0.9,9504,07/10/25
354338,Roar Georgia Peach,0.7708,9504,0.9,9504,07/10/25
355917,Ms Direct Colour Pesca,3.6252,12,0,0,
356034,Ms K-respect Preparing Shmp,4.7994,60,0,0,
356043,Ms Insta.light Shmp,4.4688,24,0,0,
356044,Ms Insta.light Shmp,10.3512,120,0,0,
356046,Ms Insta.light Potion,9.0516,132,0,0,
356048,Ms Make My Day Shmp,4.4688,228,0,0,
356051,Ms Make My Day Cond,4.3092,228,0,0,
356057,Ms Colour Maintainer Shmp,3.4542,588,0,0,
356058,Ms Colour Maintainer Shmp,7.5012,372,0,0,
356061,Ms Colour Maintainer Shmp Flwr Frag,4.4688,12,0,0,
356065,Ms Cndt Whipped Cream Flower Frag,4.12,12,0,0,
356067,Ms Incredible Milk Flower Fragrance,4.788,264,0,0,
356068,Ms Silver Shine Toning Spray,3.648,24,0,0,
356071,Ms Icy Blonde Toning Spray,3.648,48,0,0,
356074,Ms Cold Brunette Toning Spray,3.648,48,0,0,
356076,Ms Pink Lemonade Shmp,4.4688,72,0,0,
356079,Ms Pink Lemonade Cond,4.0698,72,0,0,
356084,Ms Incredible Milk,4.788,1884,0,0,
356086,Ms Moisture & More Shmp,4.4688,1824,0,0,
356087,Ms Moisture & More Shmp,10.3512,24,0,0,
356088,Ms Moisture & More Cond,1.78,96,0,0,
356089,Ms Moisture & More Cond,4.3092,2040,0,0,
356090,Ms Moisture & More Cond,11.7876,36,0,0,
356091,Ms Moisture & More Whipped Cream,4.12,276,0,0,
356092,Ms Moisture & More Hydrating Lotion,7.477,24,0,0,
356097,Ms Curl Passion Mask,4.4574,36,0,0,
356100,Ms Curl Passion Defining Gel,4.2294,36,0,0,
356102,Ms Curl Passion Fluid,4.2294,36,0,0,
356104,Ms Curl Passion Perfectionist,4.2294,24,0,0,
356106,Ms Curl Passion Shaper,6.6576,36,0,0,
356107,Ms Curl Passion Primer,4.22,12,0,0,
356112,Ms Deep Detox Shmp,3.762,24,0,0,
356142,Ms Whipped Cream Leave In Foam,1.78,120,0,0,
356447,Yardley Soap Essential Vitamin C,0.67,2304,0.7,2376,07/07/25
356448,Yardley Soap Lemon Verb,0.67,4752,0.7,4752,07/07/25
356457,Og Heatpro Speed Xl Thermal 1,2.79,12,0,0,
356458,Og Heatpro Speed Xl Thermal 1 1/4,3.15,30,0,0,
356459,Og Heatpro Speed Xl Thermal 1 3/4,3.45,30,0,0,
356460,Og Heatpro Speed Xl Thermal 2 1/8,3.95,30,0,0,
356461,Og Heatpro Speed Xl Thermal 2 3/4,4.54,12,0,0,
356462,Og Silver 8-pc Empty Display,4.37,12,0,0,
356467,Ms Incredible Milk 50 Ml,1.78,120,0,0,
356468,Ms Incredible Milk Flwr Frgnc,1.78,96,0,0,
356495,Ms Leave-in Cond Flower Fragrance,3.39,48,0,0,
356498,Ms Sos Roots Castano 75ml,3.92,132,0,0,
356499,Ms Sos Roots Castano Oscuro,3.92,108,0,0,
356500,Ms Sos Roots Biondo 75ml,3.92,12,0,0,
356501,Ms Shaping Foam 200ml,3.39,36,0,0,
356502,Ms Moisture & More Shampoo 50ml,1.85,96,0,0,
356518,Og Titanium+ion 1.5 Pro Flat Iron,38.95,12,0,0,
356519,Og Long Brackets For Floor,8,1,0,0,
356529,Ms Moist & More Whipped Cream 50 Ml,1.7784,96,0,0,
57202,Yardley Oat/almnd Bar,0.67,4752,0.7,4752,07/07/25
